,University,Address,City,Longitude,Latitude,Percent Receiving Financial Aid,Average Net Price,Total Applied,Total Admitted,SAT Reading/Writing 25th Percentile,SAT Reading/Writing 75th Percentile,SAT Math 25th Percentile,SAT Math 75th Percentile,ACT Composite 25th Percentile,ACT Composite 75th Percentile,Student-to-Faculty Ratio,Acceptance Rate,Academic Cluster,Academic Profile,Venue Cluster,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,Venue Profile
1110,Webb Institute,298 Crescent Beach Rd,Glen Cove,-73.644909,40.884444,100.0,20311.0,99.0,33.0,680.0,760.0,720.0,790.0,32.0,34.0,9.0,33.33333333333333,3,Most Selective/Highest Scores,0,Italian Restaurant,Beach,Golf Course,American Restaurant,Pizza Place,Park,Mediterranean Restaurant,Grocery Store,Bagel Shop,Bakery,Bar,Gym / Fitness Center,Farm,Scenic Lookout,Thai Restaurant,Coffee and Casual
1111,Webber International University,1201 N Scenic Hwy,Babson Park,-81.532315,27.838778,96.0,24323.0,1022.0,410.0,443.0,530.0,433.0,530.0,17.0,20.0,23.0,40.11741682974559,2,Less Selective/Lowest Scores,2,Gas Station,Fast Food Restaurant,Discount Store,Campground,Pharmacy,Sports Bar,Donut Shop,Sandwich Place,BBQ Joint,Bar,Gym / Fitness Center,Steakhouse,Grocery Store,Big Box Store,Garden Center,Fast Food
1112,Webster University,470 E Lockwood Ave.,Saint Louis,-90.345151,38.588875,75.0,22727.0,2638.0,1481.0,518.0,630.0,490.0,613.0,21.0,27.0,12.0,56.141015921152395,1,Least Selective/Lower Scores,0,Grocery Store,Mexican Restaurant,American Restaurant,Coffee Shop,Greek Restaurant,Bakery,Donut Shop,Brewery,Pizza Place,Deli / Bodega,Park,Ice Cream Shop,Wine Shop,Spa,Gym / Fitness Center,Coffee and Casual
1113,Wellesley College,106 Central St,Wellesley,-71.306605,42.291554,55.0,20826.0,6631.0,1296.0,670.0,740.0,660.0,780.0,30.0,34.0,8.0,19.544563414266324,3,Most Selective/Highest Scores,0,Grocery Store,Mediterranean Restaurant,Plaza,Coffee Shop,American Restaurant,Italian Restaurant,Park,Farmers Market,Donut Shop,Chinese Restaurant,Trail,Lake,Brewery,Bakery,Gym / Fitness Center,Coffee and Casual
1114,Wentworth Institute of Technology,550 Huntington Ave,Boston,-71.094983,42.336632,86.0,35661.0,7312.0,5560.0,530.0,630.0,550.0,650.0,22.0,27.0,18.0,76.03938730853392,0,Less Selective/Medium Scores,0,Trail,French Restaurant,Salad Place,Bakery,Italian Restaurant,Mexican Restaurant,Gym,Greek Restaurant,Liquor Store,Gastropub,Gourmet Shop,Tapas Restaurant,Gift Shop,Bookstore,Mediterranean Restaurant,Coffee and Casual
1115,Wesley College,120 N State St,Dover,-75.527716,39.163182,92.0,22630.0,2960.0,1830.0,420.0,513.0,400.0,510.0,15.0,20.0,12.0,61.82432432432432,2,Less Selective/Lowest Scores,3,Convenience Store,Mexican Restaurant,Department Store,Diner,Brewery,Sushi Restaurant,Fast Food Restaurant,Ice Cream Shop,Print Shop,Pharmacy,Chinese Restaurant,Gym / Fitness Center,Steakhouse,Bar,Thai Restaurant,Variety of Cuisines
1116,Wesleyan College,4760 Forsyth Road,Macon,-83.715417,32.876037,79.0,12898.0,890.0,426.0,490.0,580.0,440.0,530.0,18.0,22.0,8.0,47.86516853932584,2,Less Selective/Lowest Scores,3,American Restaurant,Fast Food Restaurant,Grocery Store,Japanese Restaurant,Coffee Shop,Hotel,Mexican Restaurant,Pizza Place,Seafood Restaurant,Italian Restaurant,Trail,Frozen Yogurt Shop,Bakery,Steakhouse,Gym / Fitness Center,Variety of Cuisines
1117,West Chester University of Pennsylvania,University Avenue and High Street,West Chester,-75.59812,39.953398,43.0,,12002.0,8934.0,530.0,610.0,520.0,590.0,21.0,26.0,19.0,74.4375937343776,1,Least Selective/Lower Scores,0,Italian Restaurant,Breakfast Spot,Convenience Store,Grocery Store,Brewery,Coffee Shop,Sandwich Place,Park,Bakery,Asian Restaurant,Diner,Café,Ice Cream Shop,Ramen Restaurant,Golf Course,Coffee and Casual
1118,West Liberty University,208 University Drive,West Liberty,-80.60225600000001,40.164417,72.0,,1857.0,1288.0,470.0,620.0,350.0,680.0,17.0,23.0,13.0,69.3591814754981,0,Less Selective/Medium Scores,2,Golf Course,Post Office,Sandwich Place,Restaurant,Café,Pizza Place,Fast Food Restaurant,Airport,Exhibit,Eye Doctor,Event Space,Event Service,Fabric Shop,Ethiopian Restaurant,Fair,Fast Food
1119,West Texas A & M University,2501 4th Ave,Canyon,-101.914736,34.982789000000004,66.0,,5427.0,3521.0,490.0,590.0,480.0,580.0,19.0,24.0,20.0,64.87930716786438,1,Least Selective/Lower Scores,4,Fast Food Restaurant,Pizza Place,Gas Station,Sandwich Place,BBQ Joint,Ice Cream Shop,Fried Chicken Joint,Gym / Fitness Center,Big Box Store,Tea Room,Mexican Restaurant,Taco Place,Supermarket,Breakfast Spot,Shipping Store,Pizza and Dessert
1120,West Virginia State University,Rte 25,Institute,-81.765034,38.380541,44.0,,1924.0,1816.0,450.0,530.0,430.0,510.0,17.0,22.0,19.0,94.38669438669439,2,Less Selective/Lowest Scores,3,Mexican Restaurant,Chinese Restaurant,Discount Store,Vietnamese Restaurant,Cosmetics Shop,Bakery,Diner,BBQ Joint,Donut Shop,Coffee Shop,Mediterranean Restaurant,Restaurant,Steakhouse,Cuban Restaurant,Bar,Variety of Cuisines
1121,West Virginia University,PO Box 6201,Morgantown,-79.954391,39.634371,69.0,,18639.0,15211.0,530.0,620.0,520.0,620.0,21.0,27.0,18.0,81.60845538923762,1,Least Selective/Lower Scores,1,Bar,Coffee Shop,Brewery,Restaurant,Indian Restaurant,Trail,Beer Garden,Pizza Place,Mexican Restaurant,Burger Joint,Japanese Restaurant,Supermarket,Bakery,Gym / Fitness Center,Park,Outdoor Attractions
1122,West Virginia University Institute of Technology,512 South Kanawha Street,Beckley,-81.184072,37.775923999999996,60.0,,1517.0,920.0,490.0,590.0,530.0,600.0,21.0,27.0,13.0,60.646011865524066,1,Least Selective/Lower Scores,3,Gas Station,Sandwich Place,Mexican Restaurant,Italian Restaurant,Fast Food Restaurant,Department Store,Pizza Place,American Restaurant,Steakhouse,Japanese Restaurant,Baseball Field,Donut Shop,Bakery,Gym / Fitness Center,Bar,Variety of Cuisines
1123,West Virginia Wesleyan College,59 College Ave,Buckhannon,-80.218969,38.990660999999996,99.0,19182.0,2159.0,1515.0,485.0,600.0,490.0,580.0,19.0,25.0,13.0,70.17137563686892,1,Least Selective/Lower Scores,2,Fast Food Restaurant,Pizza Place,American Restaurant,Sandwich Place,Gas Station,Pharmacy,Discount Store,Post Office,Mexican Restaurant,Hotel,Supermarket,Dessert Shop,Bank,Donut Shop,Fried Chicken Joint,Fast Food
1124,Western Carolina University,Highway 107,Cullowhee,-83.186258,35.308979,68.0,,19344.0,7672.0,520.0,610.0,510.0,600.0,20.0,25.0,17.0,39.66087675765095,1,Least Selective/Lower Scores,3,Pizza Place,Fast Food Restaurant,Brewery,Coffee Shop,Sandwich Place,Mexican Restaurant,American Restaurant,Vegetarian / Vegan Restaurant,Spa,Bagel Shop,Breakfast Spot,Discount Store,Restaurant,Donut Shop,College Basketball Court,Variety of Cuisines
1125,Western Illinois University,1 University Circle,Macomb,-90.686899,40.468086,81.0,,9151.0,5379.0,470.0,560.0,460.0,550.0,18.0,23.0,13.0,58.78046115178669,2,Less Selective/Lowest Scores,4,Pizza Place,Sandwich Place,Fast Food Restaurant,American Restaurant,Pharmacy,Bar,Grocery Store,Italian Restaurant,Discount Store,Hotel,Mexican Restaurant,Café,Bus Station,Dive Bar,Bagel Shop,Pizza and Dessert
1126,Western Kentucky University,1906 College Heights Blvd,Bowling Green,-86.456828,36.985034999999996,78.0,,9250.0,8992.0,500.0,600.0,480.0,590.0,20.0,27.0,18.0,97.21081081081081,1,Least Selective/Lower Scores,1,Coffee Shop,Mexican Restaurant,Pizza Place,Bar,Supermarket,Gym,American Restaurant,Park,Sports Bar,Deli / Bodega,Japanese Restaurant,Chinese Restaurant,Fast Food Restaurant,Latin American Restaurant,Restaurant,Outdoor Attractions
1127,Western Michigan University,1903 W Michigan Ave,Kalamazoo,-85.613759,42.282194,56.0,,17051.0,13829.0,500.0,600.0,490.0,590.0,20.0,26.0,16.0,81.10374758078706,1,Least Selective/Lower Scores,1,Coffee Shop,Breakfast Spot,Gastropub,New American Restaurant,Pizza Place,Grocery Store,Middle Eastern Restaurant,American Restaurant,Liquor Store,Beer Bar,Bed & Breakfast,Hotel,Sandwich Place,Park,Gym,Outdoor Attractions
1128,Western New England University,1215 Wilbraham Rd,Springfield,-72.520466,42.115017,90.0,30319.0,6458.0,5513.0,530.0,620.0,530.0,630.0,22.0,27.0,13.0,85.36698668318364,1,Least Selective/Lower Scores,0,Italian Restaurant,Bakery,Park,American Restaurant,Grocery Store,Japanese Restaurant,Burger Joint,Pizza Place,Sandwich Place,Lingerie Store,BBQ Joint,Bagel Shop,Bar,Gym,Beer Store,Coffee and Casual
1129,Western State Colorado University,1 Western Way,Gunnison,-106.919132,38.549935999999995,71.0,,1975.0,1756.0,510.0,590.0,490.0,580.0,19.0,25.0,14.0,88.9113924050633,1,Least Selective/Lower Scores,3,Fast Food Restaurant,Coffee Shop,Grocery Store,Mexican Restaurant,Breakfast Spot,Business Service,Steakhouse,Chinese Restaurant,Sandwich Place,Bank,Gas Station,Office,River,Brewery,Asian Restaurant,Variety of Cuisines
1130,Western Washington University,516 High Street,Bellingham,-122.48573400000001,48.737812,51.0,,11124.0,9751.0,550.0,650.0,530.0,630.0,22.0,29.0,18.0,87.65731751168644,0,Less Selective/Medium Scores,1,Brewery,Coffee Shop,Park,Sandwich Place,Beer Garden,Café,Performing Arts Venue,Hotel,Bar,Grocery Store,Ice Cream Shop,Pizza Place,Donut Shop,Scenic Lookout,Cocktail Bar,Outdoor Attractions
1131,Westfield State University,577 Western Ave,Westfield,-72.796503,42.132698,55.0,,4302.0,3702.0,500.0,585.0,500.0,580.0,20.0,25.0,16.0,86.05299860529986,1,Least Selective/Lower Scores,4,Pizza Place,Donut Shop,American Restaurant,Grocery Store,Pharmacy,Park,Coffee Shop,Italian Restaurant,Restaurant,Sports Bar,Convenience Store,Breakfast Spot,Sandwich Place,Gym,Soup Place,Pizza and Dessert
1132,Westminster College,319 South Market  Street,New Wilmington,-80.331017,41.119271999999995,98.0,21587.0,3011.0,2000.0,500.0,620.0,500.0,600.0,20.0,26.0,11.0,66.42311524410495,1,Least Selective/Lower Scores,4,Pizza Place,Discount Store,Coffee Shop,Fast Food Restaurant,American Restaurant,Grocery Store,Gas Station,Sandwich Place,Chinese Restaurant,Tea Room,Park,Diner,Burger Joint,Construction & Landscaping,Convenience Store,Pizza and Dessert
1133,Westminster College,1840 South 1300 East,Salt Lake City,-111.85575700000001,40.730779,93.0,24371.0,1864.0,1732.0,540.0,638.0,540.0,620.0,21.0,27.0,8.0,92.91845493562232,0,Less Selective/Medium Scores,4,Pizza Place,Discount Store,Coffee Shop,Fast Food Restaurant,American Restaurant,Grocery Store,Gas Station,Sandwich Place,Chinese Restaurant,Tea Room,Park,Diner,Burger Joint,Construction & Landscaping,Convenience Store,Pizza and Dessert
1134,Westminster College,501 Westminster Ave,Fulton,-91.95527299999999,38.849354,97.0,22091.0,885.0,836.0,530.0,590.0,500.0,600.0,20.0,25.0,11.0,94.4632768361582,1,Least Selective/Lower Scores,4,Pizza Place,Discount Store,Coffee Shop,Fast Food Restaurant,American Restaurant,Grocery Store,Gas Station,Sandwich Place,Chinese Restaurant,Tea Room,Park,Diner,Burger Joint,Construction & Landscaping,Convenience Store,Pizza and Dessert
1135,Westmont College,955 La Paz Rd,Santa Barbara,-119.662517,34.450151,95.0,31945.0,2937.0,1833.0,570.0,690.0,540.0,680.0,23.0,30.0,11.0,62.41062308478039,0,Less Selective/Medium Scores,1,Coffee Shop,Beach,Mexican Restaurant,Ice Cream Shop,Grocery Store,Taco Place,Garden,New American Restaurant,Hotel,Winery,Bakery,Restaurant,Farmers Market,Bar,Pizza Place,Outdoor Attractions
1136,Wheaton College,501 College Ave,Wheaton,-88.099643,41.870176,77.0,28162.0,1850.0,1529.0,620.0,710.0,590.0,710.0,27.0,32.0,10.0,82.64864864864865,3,Most Selective/Highest Scores,3,Donut Shop,Breakfast Spot,Mexican Restaurant,Italian Restaurant,American Restaurant,Park,Pizza Place,Restaurant,Sandwich Place,Grocery Store,Department Store,Asian Restaurant,Brewery,Pub,Clothing Store,Variety of Cuisines
1137,Wheaton College,26 E Main St,Norton,-71.18397900000001,41.966637,97.0,33151.0,3674.0,2566.0,600.0,680.0,580.0,670.0,27.0,31.0,11.0,69.8421339139902,0,Less Selective/Medium Scores,3,Donut Shop,Breakfast Spot,Mexican Restaurant,Italian Restaurant,American Restaurant,Park,Pizza Place,Restaurant,Sandwich Place,Grocery Store,Department Store,Asian Restaurant,Brewery,Pub,Clothing Store,Variety of Cuisines
1138,Wheeling Jesuit University,316 Washington Ave,Wheeling,-80.690804,40.070873,84.0,17285.0,1640.0,1416.0,440.0,570.0,470.0,560.0,19.0,24.0,11.0,86.34146341463415,2,Less Selective/Lowest Scores,1,Café,American Restaurant,Italian Restaurant,Pizza Place,Brewery,Mexican Restaurant,Coffee Shop,Golf Course,Bar,Ice Cream Shop,Sandwich Place,Hotel,Chinese Restaurant,Gym,Park,Outdoor Attractions
1139,Whitman College,345 Boyer Ave,Walla Walla,-118.331546,46.069815000000006,76.0,38109.0,5226.0,2621.0,610.0,710.0,620.0,740.0,27.0,32.0,9.0,50.15308075009568,3,Most Selective/Highest Scores,3,Mexican Restaurant,Bar,Coffee Shop,Sandwich Place,Grocery Store,American Restaurant,Dessert Shop,Café,Wine Bar,Hotel,Mediterranean Restaurant,Bakery,Diner,Restaurant,Park,Variety of Cuisines
1140,Whittier College,13406 E Philadelphia Street,Whittier,-118.032299,33.978773,93.0,26074.0,6220.0,4724.0,520.0,613.0,510.0,600.0,20.0,25.0,11.0,75.94855305466238,1,Least Selective/Lower Scores,3,Mexican Restaurant,Coffee Shop,Burger Joint,Fast Food Restaurant,American Restaurant,Grocery Store,Trail,Fried Chicken Joint,Donut Shop,Park,Bar,Gym / Fitness Center,Gym,Liquor Store,Taco Place,Variety of Cuisines
1141,Whitworth University,300 W Hawthorne Rd,Spokane,-117.41671399999998,47.753358,97.0,28508.0,3731.0,3387.0,550.0,650.0,540.0,640.0,21.0,28.0,11.0,90.77995175556151,0,Less Selective/Medium Scores,3,Coffee Shop,Sushi Restaurant,Italian Restaurant,Gastropub,Pizza Place,American Restaurant,Hardware Store,Mexican Restaurant,Supermarket,Burger Joint,Grocery Store,Diner,Bakery,Breakfast Spot,Bar,Variety of Cuisines
1142,Wichita State University,1845 N. Fairmount,Wichita,-97.292361,37.718882,64.0,,5799.0,5596.0,530.0,640.0,520.0,650.0,20.0,26.0,19.0,96.49939644766339,0,Less Selective/Medium Scores,3,Mexican Restaurant,Pizza Place,Brewery,Convenience Store,Bakery,Gastropub,Mediterranean Restaurant,Grocery Store,Bookstore,Coffee Shop,Sandwich Place,Restaurant,Latin American Restaurant,Shopping Mall,BBQ Joint,Variety of Cuisines
1143,Widener University,One University Place,Chester,-75.355363,39.861689,84.0,31390.0,6422.0,4444.0,510.0,600.0,510.0,600.0,20.0,26.0,13.0,69.19962628464653,1,Least Selective/Lower Scores,0,Grocery Store,Bakery,Ice Cream Shop,Diner,Fast Food Restaurant,Convenience Store,Farmers Market,Brewery,Fried Chicken Joint,Sandwich Place,Theater,Thai Restaurant,Bar,Park,Golf Course,Coffee and Casual
1144,Wilberforce University,1055 N Bickett Rd,Wilberforce,-83.880595,39.707291,79.0,13437.0,3567.0,2403.0,350.0,445.0,381.0,405.0,14.0,19.0,11.0,67.36753574432296,2,Less Selective/Lowest Scores,4,Pizza Place,Bank,American Restaurant,Gas Station,Mexican Restaurant,Coffee Shop,Sandwich Place,ATM,Drugstore,Discount Store,Salon / Barbershop,Diner,Hardware Store,Pharmacy,Park,Pizza and Dessert
1145,Wilkes University,84 West South Street,Wilkes-Barre,-75.89026199999999,41.244199,84.0,27200.0,3932.0,2942.0,530.0,620.0,520.0,620.0,21.0,27.0,12.0,74.82197355035606,1,Least Selective/Lower Scores,4,Pizza Place,Ice Cream Shop,American Restaurant,Mexican Restaurant,Gas Station,Bar,Department Store,Deli / Bodega,Sandwich Place,Wings Joint,Hot Dog Joint,Salad Place,Supermarket,Park,Gym,Pizza and Dessert
1146,William Carey University,710 William Carey Parkway,Hattiesburg,-89.291815,31.305264,64.0,17100.0,607.0,412.0,460.0,570.0,470.0,580.0,21.0,29.0,14.0,67.87479406919276,1,Least Selective/Lower Scores,3,Mexican Restaurant,Coffee Shop,American Restaurant,Bar,Cajun / Creole Restaurant,Pub,Burger Joint,Steakhouse,Music Venue,College Baseball Diamond,Fried Chicken Joint,BBQ Joint,Bagel Shop,Donut Shop,Gym / Fitness Center,Variety of Cuisines
1147,William Jessup University,2121 University Avenue,Rocklin,-121.29231200000001,38.819728000000005,91.0,23637.0,897.0,525.0,500.0,593.0,460.0,580.0,19.0,25.0,12.0,58.52842809364549,1,Least Selective/Lower Scores,3,Coffee Shop,Pizza Place,Chinese Restaurant,Mexican Restaurant,Gym,Grocery Store,Fast Food Restaurant,Concert Hall,Bowling Alley,Basketball Court,Liquor Store,Tex-Mex Restaurant,Big Box Store,Mediterranean Restaurant,Sushi Restaurant,Variety of Cuisines
1148,William Jewell College,500 College Hill,Liberty,-94.413126,39.247844,94.0,21594.0,1316.0,605.0,520.0,630.0,510.0,640.0,22.0,29.0,10.0,45.972644376899694,0,Less Selective/Medium Scores,3,Coffee Shop,Pizza Place,Fast Food Restaurant,Sandwich Place,Mexican Restaurant,Ice Cream Shop,Bakery,Gym / Fitness Center,Breakfast Spot,Grocery Store,Steakhouse,Jewelry Store,Donut Shop,Dog Run,Thrift / Vintage Store,Variety of Cuisines
1149,William Paterson University of New Jersey,300 Pompton Rd,Wayne,-74.200248,40.945254999999996,63.0,,8150.0,7606.0,450.0,550.0,440.0,540.0,16.0,23.0,14.0,93.32515337423312,2,Less Selective/Lowest Scores,0,Italian Restaurant,Spanish Restaurant,Ice Cream Shop,Park,Pizza Place,Latin American Restaurant,Breakfast Spot,Bar,Grocery Store,Hot Dog Joint,Bookstore,Gym,Diner,Butcher,Bakery,Coffee and Casual
1150,William Peace University,15 E Peace St,Raleigh,-78.637697,35.789139,89.0,24842.0,1887.0,1078.0,460.0,530.0,460.0,550.0,18.0,24.0,13.0,57.127715951245364,2,Less Selective/Lowest Scores,1,Coffee Shop,Brewery,Bakery,Burger Joint,Cocktail Bar,Science Museum,Southern / Soul Food Restaurant,Sushi Restaurant,American Restaurant,Beer Store,Mediterranean Restaurant,Park,Sandwich Place,Beer Garden,Ice Cream Shop,Outdoor Attractions
1151,William Woods University,One University Avenue,Fulton,-91.950416,38.860287,86.0,20934.0,884.0,565.0,513.0,600.0,483.0,625.0,20.0,25.0,10.0,63.914027149321264,1,Least Selective/Lower Scores,4,Pizza Place,Fast Food Restaurant,Discount Store,Sandwich Place,Chinese Restaurant,Convenience Store,General Entertainment,Bowling Alley,Gastropub,Diner,Big Box Store,Grocery Store,Bar,Movie Theater,BBQ Joint,Pizza and Dessert
1152,Williams Baptist University,60 W Fulbright Avenue,Walnut Ridge,-90.94027700000001,36.125676,100.0,17051.0,775.0,437.0,470.0,550.0,450.0,570.0,17.0,22.0,14.0,56.387096774193544,2,Less Selective/Lowest Scores,2,Fast Food Restaurant,Discount Store,Train Station,Convenience Store,Grocery Store,Airport,Fried Chicken Joint,Coffee Shop,Pizza Place,Big Box Store,Falafel Restaurant,Farmers Market,Farm,Zoo Exhibit,Fair,Fast Food
1153,Williams College,880 Main St,Williamstown,-73.203132,42.712725,55.0,18979.0,9560.0,1240.0,710.0,760.0,700.0,790.0,32.0,35.0,6.0,12.97071129707113,3,Most Selective/Highest Scores,1,American Restaurant,Art Museum,Pizza Place,Sandwich Place,Sports Bar,New American Restaurant,Hotel,Coffee Shop,Grocery Store,College Bookstore,Bank,Chinese Restaurant,Bowling Green,Farm,Sushi Restaurant,Outdoor Attractions
1154,Wilmington College,1870 Quaker Way,Wilmington,-83.818342,39.444744,94.0,21388.0,1694.0,1433.0,460.0,550.0,470.0,540.0,18.0,23.0,15.0,84.5926800472255,2,Less Selective/Lowest Scores,4,Pizza Place,Discount Store,Gas Station,Construction & Landscaping,Sandwich Place,Fast Food Restaurant,Mexican Restaurant,Stadium,New American Restaurant,Rental Car Location,Hardware Store,Deli / Bodega,Storage Facility,Gym / Fitness Center,BBQ Joint,Pizza and Dessert
1155,Wilson College,1015 Philadelphia Ave,Chambersburg,-77.650712,39.949659000000004,78.0,20241.0,824.0,757.0,490.0,570.0,490.0,560.0,18.0,22.0,12.0,91.86893203883496,2,Less Selective/Lowest Scores,3,Ice Cream Shop,American Restaurant,Mexican Restaurant,Coffee Shop,Italian Restaurant,Fast Food Restaurant,Hardware Store,Department Store,Asian Restaurant,Brewery,Steakhouse,Breakfast Spot,Gas Station,Pet Store,Big Box Store,Variety of Cuisines
1156,Wingate University,220 North Camden Road,Wingate,-80.44305,34.986064,99.0,19512.0,15006.0,12723.0,490.0,590.0,490.0,580.0,18.0,24.0,16.0,84.78608556577369,1,Least Selective/Lower Scores,2,Fast Food Restaurant,Pharmacy,Gas Station,Discount Store,Ice Cream Shop,Video Store,Mexican Restaurant,Supermarket,BBQ Joint,Construction & Landscaping,Historic Site,Paintball Field,Sandwich Place,Southern / Soul Food Restaurant,Diner,Fast Food
1157,Winona State University,175 West Mark Street,Winona,-91.643723,44.046159,57.0,,7744.0,5089.0,490.0,580.0,510.0,610.0,20.0,24.0,18.0,65.71539256198346,1,Least Selective/Lower Scores,1,Coffee Shop,Convenience Store,Pizza Place,Sandwich Place,Bar,Ice Cream Shop,Café,Brewery,Grocery Store,Movie Theater,Women's Store,Chinese Restaurant,American Restaurant,Farmers Market,Fast Food Restaurant,Outdoor Attractions
1158,Winston-Salem State University,601 Martin Luther King Jr Dr,Winston-Salem,-80.225033,36.089554,78.0,,3992.0,2607.0,450.0,520.0,440.0,510.0,16.0,19.0,14.0,65.3056112224449,2,Less Selective/Lowest Scores,1,Brewery,Bar,Grocery Store,American Restaurant,Mediterranean Restaurant,Coffee Shop,Park,Bakery,BBQ Joint,Pizza Place,Southern / Soul Food Restaurant,Beer Bar,Beer Garden,Wine Bar,Hotel,Outdoor Attractions
